protein1 protein2 combined_score
208964.PA4246 208964.PA1964 579
208964.PA4246 208964.PA2744 678
208964.PA4246 208964.PA4361 662
208964.PA4246 208964.PA1191 550
208964.PA4246 208964.PA3653 806
208964.PA4246 208964.PA4957 191
208964.PA4246 208964.PA1021 426
208964.PA4246 208964.PA4840 806
208964.PA4246 208964.PA4563 959
208964.PA4246 208964.PA4268 996
208964.PA4246 208964.PA2828 202
208964.PA4246 208964.PA2477 186
208964.PA4246 208964.PA3742 959
208964.PA4246 208964.PA1240 426
208964.PA4246 208964.PA4247 959
208964.PA4246 208964.PA2748 577
208964.PA4246 208964.PA3019 579
208964.PA4246 208964.PA0214 400
208964.PA4246 208964.PA4468 618
208964.PA4246 208964.PA4567 959
208964.PA4246 208964.PA0455 546
208964.PA4246 208964.PA4255 972
208964.PA4246 208964.PA4446 227
208964.PA4246 208964.PA3746 805
208964.PA4246 208964.PA2742 959
208964.PA4246 208964.PA4254 998
208964.PA4246 208964.PA2694 186
208964.PA4246 208964.PA3656 998
208964.PA4246 208964.PA4250 996
208964.PA4246 208964.PA2622 334
208964.PA4246 208964.PA4269 688
208964.PA4246 208964.PA5252 579
208964.PA4246 208964.PA4260 959
208964.PA4246 208964.PA4661 367
208964.PA4246 208964.PA4568 959
208964.PA4246 208964.PA2424 347
208964.PA4246 208964.PA0934 547
208964.PA4246 208964.PA1234 186
208964.PA4246 208964.PA1874 205
208964.PA4246 208964.PA5418 331
208964.PA4246 208964.PA4735 195
208964.PA4246 208964.PA2566 331
208964.PA4246 208964.PA3950 546
208964.PA4246 208964.PA4264 997
208964.PA4246 208964.PA1498 662
208964.PA4246 208964.PA2102 771
208964.PA4246 208964.PA1821 426
208964.PA4246 208964.PA0767 806
208964.PA4246 208964.PA1510 328
208964.PA4246 208964.PA3657 577
208964.PA4246 208964.PA3626 323
208964.PA4246 208964.PA3717 237
208964.PA4246 208964.PA4242 951
208964.PA4246 208964.PA4252 972
208964.PA4246 208964.PA1777 205
208964.PA4246 208964.PA4760 550
208964.PA4246 208964.PA1119 205
208964.PA4246 208964.PA4274 972
208964.PA4246 208964.PA5008 794
208964.PA4246 208964.PA1562 570
208964.PA4246 208964.PA4595 579
208964.PA4246 208964.PA5315 959
208964.PA4246 208964.PA4743 491
208964.PA4246 208964.PA3924 347
208964.PA4246 208964.PA0579 959
208964.PA4246 208964.PA5343 662
208964.PA4246 208964.PA4722 202
208964.PA4246 208964.PA4259 998
208964.PA4246 208964.PA3146 662
208964.PA4246 208964.PA4741 998
208964.PA4246 208964.PA2841 426
208964.PA4246 208964.PA4273 806
208964.PA4246 208964.PA0428 546
208964.PA4246 208964.PA0070 195
208964.PA4246 208964.PA2927 328
208964.PA4246 208964.PA3299 347
208964.PA4246 208964.PA3810 408
208964.PA4246 208964.PA4270 673
208964.PA4246 208964.PA5338 547
208964.PA4246 208964.PA1617 177
208964.PA4246 208964.PA1624 195
208964.PA4246 208964.PA1737 426
208964.PA4246 208964.PA2968 400
208964.PA4246 208964.PA1041 205
208964.PA4246 208964.PA2013 426
208964.PA4246 208964.PA4249 999
208964.PA4246 208964.PA5393 328
208964.PA4246 208964.PA2900 205
208964.PA4246 208964.PA4272 972
208964.PA4246 208964.PA3134 688
208964.PA4246 208964.PA2851 806
208964.PA4246 208964.PA4330 426
208964.PA4246 208964.PA2970 959
208964.PA4246 208964.PA3860 347
208964.PA4246 208964.PA1748 426
208964.PA4246 208964.PA4935 998
208964.PA4246 208964.PA1538 328
208964.PA4246 208964.PA3600 699
208964.PA4246 208964.PA3262 237
208964.PA4246 208964.PA0833 205
208964.PA4246 208964.PA4463 906
208964.PA4246 208964.PA2619 908
208964.PA4246 208964.PA4665 806
208964.PA4246 208964.PA5275 424
208964.PA4246 208964.PA4432 998
208964.PA4246 208964.PA2893 347
208964.PA4246 208964.PA4751 686
208964.PA4246 208964.PA1578 424
208964.PA4246 208964.PA2739 367
208964.PA4246 208964.PA3049 491
208964.PA4246 208964.PA2743 491
208964.PA4246 208964.PA4245 959
208964.PA4246 208964.PA4266 710
208964.PA4246 208964.PA3614 152
208964.PA4246 208964.PA4671 959
208964.PA4246 208964.PA4263 959
208964.PA4246 208964.PA4248 972
208964.PA4246 208964.PA4271 806
208964.PA4246 208964.PA4243 805
208964.PA4246 208964.PA5183 195
208964.PA4246 208964.PA4366 618
208964.PA4246 208964.PA4277 644
208964.PA4246 208964.PA0771 961
208964.PA4246 208964.PA3331 382
208964.PA4246 208964.PA1800 631
208964.PA4246 208964.PA3266 334
208964.PA4246 208964.PA3337 662
208964.PA4246 208964.PA4986 331
208964.PA4246 208964.PA4761 408
208964.PA4246 208964.PA1208 328
208964.PA4246 208964.PA4385 236
208964.PA4246 208964.PA4807 806
208964.PA4246 208964.PA3861 546
208964.PA4246 208964.PA0639 771
208964.PA4246 208964.PA2475 382
208964.PA4246 208964.PA1960 334
208964.PA4246 208964.PA3987 211
208964.PA4246 208964.PA4340 205
208964.PA4246 208964.PA1675 491
208964.PA4246 208964.PA4715 202
208964.PA4246 208964.PA1425 579
208964.PA4246 208964.PA5316 959
208964.PA4246 208964.PA3014 426
208964.PA4246 208964.PA4409 491
208964.PA4246 208964.PA2548 195
208964.PA4246 208964.PA3591 426
208964.PA4246 208964.PA0307 186
208964.PA4246 208964.PA4329 662
208964.PA4246 208964.PA0961 334
208964.PA4246 208964.PA1266 331
208964.PA4246 208964.PA4253 959
208964.PA4246 208964.PA1178 424
208964.PA4246 208964.PA4257 999
208964.PA4246 208964.PA4244 971
208964.PA4246 208964.PA1481 186
208964.PA4246 208964.PA4261 959
208964.PA4246 208964.PA3300 347
208964.PA4246 208964.PA2122 806
208964.PA4246 208964.PA0953 186
208964.PA4246 208964.PA4780 794
208964.PA4246 208964.PA2071 710
208964.PA4246 208964.PA2194 331
208964.PA4246 208964.PA0019 611
208964.PA4246 208964.PA4267 998
208964.PA4246 208964.PA4237 959
208964.PA4246 208964.PA1629 426
208964.PA4246 208964.PA2741 959
208964.PA4246 208964.PA5470 633
208964.PA4246 208964.PA5570 959
208964.PA4246 208964.PA4744 964
208964.PA4246 208964.PA3868 644
208964.PA4246 208964.PA3961 681
208964.PA4246 208964.PA4238 782
208964.PA4246 208964.PA4068 662
208964.PA4246 208964.PA4240 998
208964.PA4246 208964.PA4433 959
208964.PA4246 208964.PA2097 328
208964.PA4246 208964.PA1215 347
208964.PA4246 208964.PA4265 644
208964.PA4246 208964.PA4813 328
208964.PA4246 208964.PA3162 995
208964.PA4246 208964.PA0868 633
208964.PA4246 208964.PA0456 334
208964.PA4246 208964.PA3297 681
208964.PA4246 208964.PA5049 937
208964.PA4246 208964.PA5568 583
208964.PA4246 208964.PA0766 227
208964.PA4246 208964.PA2831 213
208964.PA4246 208964.PA4768 806
208964.PA4246 208964.PA0431 547
208964.PA4246 208964.PA3807 979
208964.PA4246 208964.PA2557 347
208964.PA4246 208964.PA3701 633
208964.PA4246 208964.PA3272 195
208964.PA4246 208964.PA5337 491
208964.PA4246 208964.PA0555 501
208964.PA4246 208964.PA3054 213
208964.PA4246 208964.PA1122 611
208964.PA4246 208964.PA4241 997
208964.PA4246 208964.PA4952 634
208964.PA4246 208964.PA3659 202
208964.PA4246 208964.PA4420 536
208964.PA4246 208964.PA4275 502
208964.PA4246 208964.PA0794 570
208964.PA4246 208964.PA4980 426
208964.PA4246 208964.PA2345 331
208964.PA4246 208964.PA4262 997
208964.PA4246 208964.PA4724 688
208964.PA4246 208964.PA3990 806
208964.PA4246 208964.PA4934 980
208964.PA4246 208964.PA4976 202
208964.PA4246 208964.PA0745 426
208964.PA4246 208964.PA5254 237
208964.PA4246 208964.PA3745 997
208964.PA4246 208964.PA2767 426
208964.PA4246 208964.PA4276 491
208964.PA4246 208964.PA3692 205
208964.PA4246 208964.PA3601 699
208964.PA4246 208964.PA2840 546
208964.PA4246 208964.PA4932 971
208964.PA4247 208964.PA1624 195
208964.PA4247 208964.PA1617 254
208964.PA4247 208964.PA1041 205
208964.PA4247 208964.PA3810 420
208964.PA4247 208964.PA3299 349
208964.PA4247 208964.PA0070 195
208964.PA4247 208964.PA0428 172
208964.PA4247 208964.PA4273 932
208964.PA4247 208964.PA0373 805
208964.PA4247 208964.PA4246 959
208964.PA4247 208964.PA5338 547
208964.PA4247 208964.PA4270 491
208964.PA4247 208964.PA5343 509
208964.PA4247 208964.PA1294 548
208964.PA4247 208964.PA4741 959
208964.PA4247 208964.PA3146 509
208964.PA4247 208964.PA4259 959
208964.PA4247 208964.PA4005 792
208964.PA4247 208964.PA0579 959
208964.PA4247 208964.PA3924 349
208964.PA4247 208964.PA4274 977
208964.PA4247 208964.PA5315 959
208964.PA4247 208964.PA4595 578
208964.PA4247 208964.PA3717 243
208964.PA4247 208964.PA3657 680
208964.PA4247 208964.PA1119 205
208964.PA4247 208964.PA4252 990
208964.PA4247 208964.PA1777 205
208964.PA4247 208964.PA4242 951
208964.PA4247 208964.PA1498 689
208964.PA4247 208964.PA0657 333
208964.PA4247 208964.PA4264 959
208964.PA4247 208964.PA3950 172
208964.PA4247 208964.PA4735 195
208964.PA4247 208964.PA0767 806
208964.PA4247 208964.PA4568 959
208964.PA4247 208964.PA4661 367
208964.PA4247 208964.PA4260 976
208964.PA4247 208964.PA3637 497
208964.PA4247 208964.PA5252 578
208964.PA4247 208964.PA4269 491
208964.PA4247 208964.PA1874 205
208964.PA4247 208964.PA0934 547
208964.PA4247 208964.PA1234 169
208964.PA4247 208964.PA2424 349
208964.PA4247 208964.PA2694 169
208964.PA4247 208964.PA4254 959
208964.PA4247 208964.PA4250 959
208964.PA4247 208964.PA3656 959
208964.PA4247 208964.PA2622 213
208964.PA4247 208964.PA4473 491
208964.PA4247 208964.PA1068 164
208964.PA4247 208964.PA4255 994
208964.PA4247 208964.PA2742 959
208964.PA4247 208964.PA3746 806
208964.PA4247 208964.PA2748 680
208964.PA4247 208964.PA4747 491
208964.PA4247 208964.PA3742 959
208964.PA4247 208964.PA0455 172
208964.PA4247 208964.PA4567 959
208964.PA4247 208964.PA3019 578
208964.PA4247 208964.PA3653 806
208964.PA4247 208964.PA4361 509
208964.PA4247 208964.PA2539 384
208964.PA4247 208964.PA2477 169
208964.PA4247 208964.PA4268 972
208964.PA4247 208964.PA4563 959
208964.PA4247 208964.PA1964 578
208964.PA4247 208964.PA3903 491
208964.PA4247 208964.PA3287 156
208964.PA4247 208964.PA3554 509
208964.PA4247 208964.PA3466 172
208964.PA4247 208964.PA3526 205
208964.PA4247 208964.PA3679 414
208964.PA4247 208964.PA1159 213
208964.PA4247 208964.PA4873 420
208964.PA4247 208964.PA1048 205
208964.PA4247 208964.PA1794 805
208964.PA4247 208964.PA0973 205
208964.PA4247 208964.PA4631 509
208964.PA4247 208964.PA4239 970
208964.PA4247 208964.PA4258 996
208964.PA4247 208964.PA4745 491
208964.PA4247 208964.PA4251 985
208964.PA4247 208964.PA5454 509
208964.PA4247 208964.PA4572 243
208964.PA4247 208964.PA4198 349
208964.PA4247 208964.PA3804 491
208964.PA4247 208964.PA4256 977
208964.PA4247 208964.PA4276 491
208964.PA4247 208964.PA4932 959
208964.PA4247 208964.PA2840 172
208964.PA4247 208964.PA3692 205
208964.PA4247 208964.PA3601 699
208964.PA4247 208964.PA4566 491
208964.PA4247 208964.PA4934 959
208964.PA4247 208964.PA2268 497
208964.PA4247 208964.PA5254 243
208964.PA4247 208964.PA3745 959
208964.PA4247 208964.PA4262 988
208964.PA4247 208964.PA3990 719
208964.PA4247 208964.PA4724 805
208964.PA4247 208964.PA1122 611
208964.PA4247 208964.PA4241 959
208964.PA4247 208964.PA5337 491
208964.PA4247 208964.PA3701 611
208964.PA4247 208964.PA4275 491
208964.PA4247 208964.PA2498 156
208964.PA4247 208964.PA5049 951
208964.PA4247 208964.PA0868 504
208964.PA4247 208964.PA0456 213
208964.PA4247 208964.PA1034 424
208964.PA4247 208964.PA2557 349
208964.PA4247 208964.PA0431 547
208964.PA4247 208964.PA4768 806
208964.PA4247 208964.PA4265 643
208964.PA4247 208964.PA1215 349
208964.PA4247 208964.PA3162 554
208964.PA4247 208964.PA4238 491
208964.PA4247 208964.PA1596 164
208964.PA4247 208964.PA3868 643
208964.PA4247 208964.PA4744 959
208964.PA4247 208964.PA5470 611
208964.PA4247 208964.PA5570 959
208964.PA4247 208964.PA4433 989
208964.PA4247 208964.PA4240 959
208964.PA4247 208964.PA4068 509
208964.PA4247 208964.PA0019 611
208964.PA4247 208964.PA2741 959
208964.PA4247 208964.PA4237 959
208964.PA4247 208964.PA4267 972
208964.PA4247 208964.PA3246 243
208964.PA4247 208964.PA5195 792
208964.PA4247 208964.PA4612 156
208964.PA4247 208964.PA0953 169
208964.PA4247 208964.PA3300 349
208964.PA4247 208964.PA2975 243
208964.PA4247 208964.PA4261 995
208964.PA4247 208964.PA2071 710
208964.PA4247 208964.PA0307 169
208964.PA4247 208964.PA4544 491
208964.PA4247 208964.PA2548 195
208964.PA4247 208964.PA4409 491
208964.PA4247 208964.PA1481 169
208964.PA4247 208964.PA4244 990
208964.PA4247 208964.PA1178 424
208964.PA4247 208964.PA4257 959
208964.PA4247 208964.PA4253 977
208964.PA4247 208964.PA4329 689
208964.PA4247 208964.PA0961 213
208964.PA4247 208964.PA1675 491
208964.PA4247 208964.PA4340 205
208964.PA4247 208964.PA1960 208
208964.PA4247 208964.PA2475 414
208964.PA4247 208964.PA4943 792
208964.PA4247 208964.PA5316 959
208964.PA4247 208964.PA1425 578
208964.PA4247 208964.PA4761 420
208964.PA4247 208964.PA3337 509
208964.PA4247 208964.PA3266 213
208964.PA4247 208964.PA1800 491
208964.PA4247 208964.PA3861 172
208964.PA4247 208964.PA4807 738
208964.PA4247 208964.PA5183 195
208964.PA4247 208964.PA4243 806
208964.PA4247 208964.PA4271 806
208964.PA4247 208964.PA4248 993
208964.PA4247 208964.PA4263 987
208964.PA4247 208964.PA4671 959
208964.PA4247 208964.PA3331 414
208964.PA4247 208964.PA4752 167
208964.PA4247 208964.PA2043 243
208964.PA4247 208964.PA4277 643
208964.PA4247 208964.PA3049 491
208964.PA4247 208964.PA4266 710
208964.PA4247 208964.PA4245 997
208964.PA4247 208964.PA0833 205
208964.PA4247 208964.PA3262 243
208964.PA4247 208964.PA3600 699
208964.PA4247 208964.PA4935 959
208964.PA4247 208964.PA2893 349
208964.PA4247 208964.PA4432 959
208964.PA4247 208964.PA4665 757
208964.PA4247 208964.PA4463 806
208964.PA4247 208964.PA2851 806
208964.PA4247 208964.PA3134 805
208964.PA4247 208964.PA4272 996
208964.PA4247 208964.PA2900 205
208964.PA4247 208964.PA5566 354
208964.PA4247 208964.PA0017 214
208964.PA4247 208964.PA4249 959
208964.PA4247 208964.PA3860 349
208964.PA4247 208964.PA2970 959
208964.PA4247 208964.PA4403 491
208964.PA4248 208964.PA4277 644
208964.PA4248 208964.PA3331 629
208964.PA4248 208964.PA4752 645
208964.PA4248 208964.PA2043 243
208964.PA4248 208964.PA4243 806
208964.PA4248 208964.PA4263 991
208964.PA4248 208964.PA4245 993
208964.PA4248 208964.PA2147 334
208964.PA4248 208964.PA2719 167
208964.PA4248 208964.PA3049 491
208964.PA4248 208964.PA4751 679
208964.PA4248 208964.PA4432 959
208964.PA4248 208964.PA0833 205
208964.PA4248 208964.PA3262 195
208964.PA4248 208964.PA1538 328
208964.PA4248 208964.PA4935 959
208964.PA4248 208964.PA1748 384
208964.PA4248 208964.PA2970 959
208964.PA4248 208964.PA5393 328
208964.PA4248 208964.PA4249 959
208964.PA4248 208964.PA2013 384
208964.PA4248 208964.PA2851 806
208964.PA4248 208964.PA3134 805
208964.PA4248 208964.PA4272 990
208964.PA4248 208964.PA2975 243
208964.PA4248 208964.PA5195 792
208964.PA4248 208964.PA3300 559
208964.PA4248 208964.PA4329 689
208964.PA4248 208964.PA0961 208
208964.PA4248 208964.PA4244 988
208964.PA4248 208964.PA1178 424
208964.PA4248 208964.PA4257 972
208964.PA4248 208964.PA2548 195
208964.PA4248 208964.PA4409 491
208964.PA4248 208964.PA1296 472
208964.PA4248 208964.PA0307 152
208964.PA4248 208964.PA4544 491
208964.PA4248 208964.PA3591 384
208964.PA4248 208964.PA4943 805
208964.PA4248 208964.PA3014 384
208964.PA4248 208964.PA1425 602
208964.PA4248 208964.PA4340 205
208964.PA4248 208964.PA4807 722
208964.PA4248 208964.PA1208 328
208964.PA4248 208964.PA4761 374
208964.PA4248 208964.PA4768 806
208964.PA4248 208964.PA1034 424
208964.PA4248 208964.PA2557 559
208964.PA4248 208964.PA0868 504
208964.PA4248 208964.PA0456 208
208964.PA4248 208964.PA4054 246
208964.PA4248 208964.PA5049 951
208964.PA4248 208964.PA0766 195
208964.PA4248 208964.PA3162 793
208964.PA4248 208964.PA4265 644
208964.PA4248 208964.PA4238 745
208964.PA4248 208964.PA0019 611
208964.PA4248 208964.PA2194 199
208964.PA4248 208964.PA2840 365
208964.PA4248 208964.PA3692 205
208964.PA4248 208964.PA5254 195
208964.PA4248 208964.PA2767 384
208964.PA4248 208964.PA2268 577
208964.PA4248 208964.PA4566 652
208964.PA4248 208964.PA3990 719
208964.PA4248 208964.PA4171 167
208964.PA4248 208964.PA1443 151
208964.PA4248 208964.PA2345 199
208964.PA4248 208964.PA0794 560
208964.PA4248 208964.PA4262 977
208964.PA4248 208964.PA0555 565
208964.PA4248 208964.PA3701 611
208964.PA4248 208964.PA3272 195
208964.PA4248 208964.PA4241 959
208964.PA4248 208964.PA2744 491
208964.PA4248 208964.PA3554 512
208964.PA4248 208964.PA1964 602
208964.PA4248 208964.PA3903 491
208964.PA4248 208964.PA0770 746
208964.PA4248 208964.PA0973 205
208964.PA4248 208964.PA1048 205
208964.PA4248 208964.PA3679 629
208964.PA4248 208964.PA1159 208
208964.PA4248 208964.PA4239 959
208964.PA4248 208964.PA4258 994
208964.PA4248 208964.PA4745 491
208964.PA4248 208964.PA3426 384
208964.PA4248 208964.PA3804 491
208964.PA4248 208964.PA4256 977
208964.PA4248 208964.PA4572 195
208964.PA4248 208964.PA5454 512
208964.PA4248 208964.PA4254 959
208964.PA4248 208964.PA4446 195
208964.PA4248 208964.PA4255 990
208964.PA4248 208964.PA4473 491
208964.PA4248 208964.PA3019 602
208964.PA4248 208964.PA4247 993
208964.PA4248 208964.PA1240 384
208964.PA4248 208964.PA3742 959
208964.PA4248 208964.PA0316 472
208964.PA4248 208964.PA4747 491
208964.PA4248 208964.PA1021 384
208964.PA4248 208964.PA2477 152
208964.PA4248 208964.PA4268 959
208964.PA4248 208964.PA4361 512
208964.PA4248 208964.PA2539 214
208964.PA4248 208964.PA3653 806
208964.PA4248 208964.PA1562 560
208964.PA4248 208964.PA4595 602
208964.PA4248 208964.PA0344 424
208964.PA4248 208964.PA4242 979
208964.PA4248 208964.PA4760 619
208964.PA4248 208964.PA3717 195
208964.PA4248 208964.PA3950 365
208964.PA4248 208964.PA4735 195
208964.PA4248 208964.PA1498 689
208964.PA4248 208964.PA0657 250
208964.PA4248 208964.PA2424 694
208964.PA4248 208964.PA3704 177
208964.PA4248 208964.PA3637 577
208964.PA4248 208964.PA4661 367
208964.PA4248 208964.PA1041 205
208964.PA4248 208964.PA4336 167
208964.PA4248 208964.PA4011 619
208964.PA4248 208964.PA1624 195
208964.PA4248 208964.PA4270 805
208964.PA4248 208964.PA0428 365
208964.PA4248 208964.PA3810 374
208964.PA4248 208964.PA3299 559
208964.PA4248 208964.PA4741 959
208964.PA4248 208964.PA2841 384
208964.PA4248 208964.PA1294 382
208964.PA4248 208964.PA3924 559
208964.PA4248 208964.PA4005 491
208964.PA4248 208964.PA3166 256
208964.PA4248 208964.PA4671 959
208964.PA4248 208964.PA4366 567
208964.PA4248 208964.PA5183 195
208964.PA4248 208964.PA4271 869
208964.PA4248 208964.PA4266 710
208964.PA4248 208964.PA1578 424
208964.PA4248 208964.PA1135 167
208964.PA4248 208964.PA4665 757
208964.PA4248 208964.PA4463 806
208964.PA4248 208964.PA2893 559
208964.PA4248 208964.PA3600 687
208964.PA4248 208964.PA1102 151
208964.PA4248 208964.PA4403 491
208964.PA4248 208964.PA4330 384
208964.PA4248 208964.PA3860 559
208964.PA4248 208964.PA0017 612
208964.PA4248 208964.PA2900 205
208964.PA4248 208964.PA5566 667
208964.PA4248 208964.PA2071 710
208964.PA4248 208964.PA4261 985
208964.PA4248 208964.PA4612 199
208964.PA4248 208964.PA2122 656
208964.PA4248 208964.PA0953 152
208964.PA4248 208964.PA1266 199
208964.PA4248 208964.PA4253 968
208964.PA4248 208964.PA1481 152
208964.PA4248 208964.PA5316 959
208964.PA4248 208964.PA1960 203
208964.PA4248 208964.PA2475 629
208964.PA4248 208964.PA1675 491
208964.PA4248 208964.PA0639 155
208964.PA4248 208964.PA3861 365
208964.PA4248 208964.PA4986 199
208964.PA4248 208964.PA3337 512
208964.PA4248 208964.PA3266 208
208964.PA4248 208964.PA1800 631
208964.PA4248 208964.PA0431 632
208964.PA4248 208964.PA2097 328
208964.PA4248 208964.PA1215 559
208964.PA4248 208964.PA4433 984
208964.PA4248 208964.PA4240 959
208964.PA4248 208964.PA4068 512
208964.PA4248 208964.PA4744 972
208964.PA4248 208964.PA3868 644
208964.PA4248 208964.PA5470 611
208964.PA4248 208964.PA5570 959
208964.PA4248 208964.PA4267 959
208964.PA4248 208964.PA3246 243
208964.PA4248 208964.PA2741 959
208964.PA4248 208964.PA1629 384
208964.PA4248 208964.PA4237 959
208964.PA4248 208964.PA3601 699
208964.PA4248 208964.PA4932 972
208964.PA4248 208964.PA5567 424
208964.PA4248 208964.PA4276 491
208964.PA4248 208964.PA3745 959
208964.PA4248 208964.PA4934 959
208964.PA4248 208964.PA0745 384
208964.PA4248 208964.PA1045 243
208964.PA4248 208964.PA4724 805
208964.PA4248 208964.PA4980 384
208964.PA4248 208964.PA2498 199
208964.PA4248 208964.PA4275 491
208964.PA4248 208964.PA5337 805
208964.PA4248 208964.PA1122 611
208964.PA4248 208964.PA0744 384
208964.PA4248 208964.PA3287 199
208964.PA4248 208964.PA4631 512
208964.PA4248 208964.PA1095 151
208964.PA4248 208964.PA4873 374
208964.PA4248 208964.PA1794 805
208964.PA4248 208964.PA3466 365
208964.PA4248 208964.PA3526 205
208964.PA4248 208964.PA4251 978
208964.PA4248 208964.PA1079 151
208964.PA4248 208964.PA0355 167
208964.PA4248 208964.PA1866 243
208964.PA4248 208964.PA5398 199
208964.PA4248 208964.PA4198 559
208964.PA4248 208964.PA0413 177
208964.PA4248 208964.PA2890 384
